X,Y,Z,gp_res,layer
144.4,139.6,-23.1,50,3
144.4,139.6,-27.3,50,3
144.4,139.6,-31.5,50,3
144.4,139.6,-35.7,50,3
144.4,139.6,-39.9,50,3
144.4,139.6,-44.1,50,3
144.4,139.6,-48.3,50,3
144.4,139.6,-52.5,50,0
144.4,139.6,-56.7,50,0
144.4,139.6,-60.9,50,0
144.4,139.6,-65.1,50,0
144.4,139.6,-69.3,50,0
144.4,139.6,-73.5,50,0
144.4,139.6,-77.7,50,0
144.4,139.6,-81.9,50,0
144.4,139.6,-86.1,50,0
144.4,139.6,-90.3,50,0
144.4,139.6,-94.5,50,0
144.4,139.6,-98.7,50,0
144.4,139.6,-102.9,50,2
144.4,139.6,-107.1,50,2
144.4,139.6,-111.3,50,2
144.4,139.6,-115.5,50,2
144.4,139.6,-119.7,50,2
144.4,139.6,-123.9,50,2
144.4,139.6,-128.1,50,2
144.4,139.6,-132.3,50,2
144.4,139.6,-136.5,50,2
144.4,139.6,-140.7,50,2
144.4,139.6,-144.9,50,2
144.4,139.6,-149.1,50,2
144.4,139.6,-153.3,50,1
144.4,139.6,-157.5,50,1
144.4,139.6,-161.7,50,1
144.4,139.6,-165.9,50,1
144.4,139.6,-170.1,50,1
144.4,139.6,-174.3,50,1
144.4,139.6,-178.5,50,1
144.4,139.6,-182.7,50,1
144.4,139.6,-186.9,50,1
144.4,139.6,-191.1,50,1
144.4,139.6,-195.3,50,1
144.4,139.6,-199.5,50,-5
144.4,139.6,-203.7,50,-5
144.4,139.6,-207.9,50,-5
144.4,137.2,-2.1,50,3
144.4,137.2,-6.3,50,3
144.4,137.2,-10.5,50,3
144.4,137.2,-14.7,50,3
144.4,137.2,-18.9,50,3
144.4,137.2,-23.1,50,3
144.4,137.2,-27.3,50,3
144.4,137.2,-31.5,50,3
144.4,137.2,-35.7,50,3
144.4,137.2,-39.9,50,3
144.4,137.2,-44.1,50,3
144.4,137.2,-48.3,50,3
144.4,137.2,-52.5,50,0
144.4,137.2,-56.7,50,0
144.4,137.2,-60.9,50,0
144.4,137.2,-65.1,50,0
144.4,137.2,-69.3,50,0
144.4,137.2,-73.5,50,0
144.4,137.2,-77.7,50,0
144.4,137.2,-81.9,50,0
144.4,137.2,-86.1,50,0
144.4,137.2,-90.3,50,0
144.4,137.2,-94.5,50,0
144.4,137.2,-98.7,50,0
144.4,137.2,-102.9,50,2
144.4,137.2,-107.1,50,2
144.4,137.2,-111.3,50,2
144.4,137.2,-115.5,50,2
144.4,137.2,-119.7,50,2
144.4,137.2,-123.9,50,2
144.4,137.2,-128.1,50,2
144.4,137.2,-132.3,50,2
144.4,137.2,-136.5,50,2
144.4,137.2,-140.7,50,2
144.4,137.2,-144.9,50,2
144.4,137.2,-149.1,50,2
144.4,137.2,-153.3,50,1
144.4,137.2,-157.5,50,1
144.4,137.2,-161.7,50,1
144.4,137.2,-165.9,50,1
144.4,137.2,-170.1,50,1
144.4,137.2,-174.3,50,1
144.4,137.2,-178.5,50,1
144.4,137.2,-182.7,50,1
144.4,137.2,-186.9,50,1
144.4,137.2,-191.1,50,1
144.4,137.2,-195.3,50,1
144.4,137.2,-199.5,50,-5
144.4,137.2,-203.7,50,-5
144.4,137.2,-207.9,50,-5
144.4,134.8,-2.1,50,3
144.4,134.8,-6.3,50,3
144.4,134.8,-10.5,50,3
144.4,134.8,-14.7,50,3
144.4,134.8,-18.9,50,3
144.4,134.8,-23.1,50,3
144.4,134.8,-27.3,50,3
144.4,134.8,-31.5,50,3
144.4,134.8,-35.7,50,3
144.4,134.8,-39.9,50,3
144.4,134.8,-44.1,50,3
144.4,134.8,-48.3,50,3
144.4,134.8,-52.5,50,0
144.4,134.8,-56.7,50,0
144.4,134.8,-60.9,50,0
144.4,134.8,-65.1,50,0
144.4,134.8,-69.3,50,0
144.4,134.8,-73.5,50,0
144.4,134.8,-77.7,50,0
144.4,134.8,-81.9,50,0
144.4,134.8,-86.1,50,0
144.4,134.8,-90.3,50,0
144.4,134.8,-94.5,50,0
144.4,134.8,-98.7,50,0
144.4,134.8,-102.9,50,2
144.4,134.8,-107.1,50,2
144.4,134.8,-111.3,50,2
144.4,134.8,-115.5,50,2
144.4,134.8,-119.7,50,2
144.4,134.8,-123.9,50,2
144.4,134.8,-128.1,50,2
144.4,134.8,-132.3,50,2
144.4,134.8,-136.5,50,2
144.4,134.8,-140.7,50,2
144.4,134.8,-144.9,50,2
144.4,134.8,-149.1,50,2
144.4,134.8,-153.3,50,1
144.4,134.8,-157.5,50,1
144.4,134.8,-161.7,50,1
144.4,134.8,-165.9,50,1
144.4,134.8,-170.1,50,1
144.4,134.8,-174.3,50,1
144.4,134.8,-178.5,50,1
144.4,134.8,-182.7,50,1
144.4,134.8,-186.9,50,1
144.4,134.8,-191.1,50,1
144.4,134.8,-195.3,50,1
144.4,134.8,-199.5,50,-5
144.4,134.8,-203.7,50,-5
144.4,134.8,-207.9,50,-5
144.4,132.4,-2.1,50,3
144.4,132.4,-6.3,50,3
144.4,132.4,-10.5,50,3
144.4,132.4,-14.7,50,3
144.4,132.4,-18.9,50,3
144.4,132.4,-23.1,50,3
144.4,132.4,-27.3,50,3
144.4,132.4,-31.5,50,3
144.4,132.4,-35.7,50,3
144.4,132.4,-39.9,50,3
144.4,132.4,-44.1,50,3
144.4,132.4,-48.3,50,3
144.4,132.4,-52.5,50,0
144.4,132.4,-56.7,50,0
144.4,132.4,-60.9,50,0
144.4,132.4,-65.1,50,0
144.4,132.4,-69.3,50,0
144.4,132.4,-73.5,50,0
144.4,132.4,-77.7,50,0
144.4,132.4,-81.9,50,0
144.4,132.4,-86.1,50,0
144.4,132.4,-90.3,50,0
144.4,132.4,-94.5,50,0
144.4,132.4,-98.7,50,0
144.4,132.4,-102.9,50,2
144.4,132.4,-107.1,50,2
144.4,132.4,-111.3,50,2
144.4,132.4,-115.5,50,2
144.4,132.4,-119.7,50,2
144.4,132.4,-123.9,50,2
144.4,132.4,-128.1,50,2
144.4,132.4,-132.3,50,2
144.4,132.4,-136.5,50,2
144.4,132.4,-140.7,50,2
144.4,132.4,-144.9,50,2
144.4,132.4,-149.1,50,2
144.4,132.4,-153.3,50,1
144.4,132.4,-157.5,50,1
144.4,132.4,-161.7,50,1
144.4,132.4,-165.9,50,1
144.4,132.4,-170.1,50,1
144.4,132.4,-174.3,50,1
144.4,132.4,-178.5,50,1
144.4,132.4,-182.7,50,1
144.4,132.4,-186.9,50,1
144.4,132.4,-191.1,50,1
144.4,132.4,-195.3,50,1
144.4,132.4,-199.5,50,-5
144.4,132.4,-203.7,50,-5
144.4,132.4,-207.9,50,-5
144.4,130.0,-2.1,50,3
144.4,130.0,-6.3,50,3
144.4,130.0,-10.5,50,3
144.4,130.0,-14.7,50,3
144.4,130.0,-18.9,50,3
144.4,130.0,-23.1,50,3
144.4,130.0,-27.3,50,3
144.4,130.0,-31.5,50,3
144.4,130.0,-35.7,50,3
144.4,130.0,-39.9,50,3
144.4,130.0,-44.1,50,3
144.4,130.0,-48.3,50,3
144.4,130.0,-52.5,50,0
144.4,130.0,-56.7,50,0
144.4,130.0,-60.9,50,0
144.4,130.0,-65.1,50,0
144.4,130.0,-69.3,50,0
144.4,130.0,-73.5,50,0
144.4,130.0,-77.7,50,0
144.4,130.0,-81.9,50,0
144.4,130.0,-86.1,50,0
144.4,130.0,-90.3,50,0
144.4,130.0,-94.5,50,0
144.4,130.0,-98.7,50,0
144.4,130.0,-102.9,50,2
144.4,130.0,-107.1,50,2
144.4,130.0,-111.3,50,2
144.4,130.0,-115.5,50,2
144.4,130.0,-119.7,50,2
144.4,130.0,-123.9,50,2
144.4,130.0,-128.1,50,2
144.4,130.0,-132.3,50,2
144.4,130.0,-136.5,50,2
144.4,130.0,-140.7,50,2
144.4,130.0,-144.9,50,2
144.4,130.0,-149.1,50,2
144.4,130.0,-153.3,50,1
144.4,130.0,-157.5,50,1
144.4,130.0,-161.7,50,1
144.4,130.0,-165.9,50,1
144.4,130.0,-170.1,50,1
144.4,130.0,-174.3,50,1
144.4,130.0,-178.5,50,1
144.4,130.0,-182.7,50,1
144.4,130.0,-186.9,50,1
144.4,130.0,-191.1,50,1
144.4,130.0,-195.3,50,1
144.4,130.0,-199.5,50,-5
144.4,130.0,-203.7,50,-5
144.4,130.0,-207.9,50,-5
144.4,127.6,-2.1,50,3
144.4,127.6,-6.3,50,3
144.4,127.6,-10.5,50,3
144.4,127.6,-14.7,50,3
144.4,127.6,-18.9,50,3
144.4,127.6,-23.1,50,3
144.4,127.6,-27.3,50,3
144.4,127.6,-31.5,50,3
144.4,127.6,-35.7,50,3
144.4,127.6,-39.9,50,3
144.4,127.6,-44.1,50,3
144.4,127.6,-48.3,50,3
144.4,127.6,-52.5,50,0
144.4,127.6,-56.7,50,0
144.4,127.6,-60.9,50,0
144.4,127.6,-65.1,50,0
144.4,127.6,-69.3,50,0
144.4,127.6,-73.5,50,0
144.4,127.6,-77.7,50,0
144.4,127.6,-81.9,50,0
144.4,127.6,-86.1,50,0
144.4,127.6,-90.3,50,0
144.4,127.6,-94.5,50,0
144.4,127.6,-98.7,50,0
144.4,127.6,-102.9,50,2
144.4,127.6,-107.1,50,2
144.4,127.6,-111.3,50,2
144.4,127.6,-115.5,50,2
144.4,127.6,-119.7,50,2
144.4,127.6,-123.9,50,2
144.4,127.6,-128.1,50,2
144.4,127.6,-132.3,50,2
144.4,127.6,-136.5,50,2
144.4,127.6,-140.7,50,2
144.4,127.6,-144.9,50,2
144.4,127.6,-149.1,50,2
144.4,127.6,-153.3,50,1
144.4,127.6,-157.5,50,1
144.4,127.6,-161.7,50,1
144.4,127.6,-165.9,50,1
144.4,127.6,-170.1,50,1
144.4,127.6,-174.3,50,1
144.4,127.6,-178.5,50,1
144.4,127.6,-182.7,50,1
144.4,127.6,-186.9,50,1
144.4,127.6,-191.1,50,1
144.4,127.6,-195.3,50,1
144.4,127.6,-199.5,50,-5
144.4,127.6,-203.7,50,-5
144.4,127.6,-207.9,50,-5
144.4,125.2,-2.1,50,3
144.4,125.2,-6.3,50,3
144.4,125.2,-10.5,50,3
144.4,125.2,-14.7,50,3
144.4,125.2,-18.9,50,3
144.4,125.2,-23.1,50,3
144.4,125.2,-27.3,50,3
144.4,125.2,-31.5,50,3
144.4,125.2,-35.7,50,3
144.4,125.2,-39.9,50,3
144.4,125.2,-44.1,50,3
144.4,125.2,-48.3,50,3
144.4,125.2,-52.5,50,0
144.4,125.2,-56.7,50,0
144.4,125.2,-60.9,50,0
144.4,125.2,-65.1,50,0
144.4,125.2,-69.3,50,0
144.4,125.2,-73.5,50,0
144.4,125.2,-77.7,50,0
144.4,125.2,-81.9,50,0
144.4,125.2,-86.1,50,0
144.4,125.2,-90.3,50,0
144.4,125.2,-94.5,50,0
144.4,125.2,-98.7,50,0
144.4,125.2,-102.9,50,2
144.4,125.2,-107.1,50,2
144.4,125.2,-111.3,50,2
144.4,125.2,-115.5,50,2
144.4,125.2,-119.7,50,2
144.4,125.2,-123.9,50,2
144.4,125.2,-128.1,50,2
144.4,125.2,-132.3,50,2
144.4,125.2,-136.5,50,2
144.4,125.2,-140.7,50,2
144.4,125.2,-144.9,50,2
144.4,125.2,-149.1,50,2
144.4,125.2,-153.3,50,1
144.4,125.2,-157.5,50,1
144.4,125.2,-161.7,50,1
144.4,125.2,-165.9,50,1
144.4,125.2,-170.1,50,1
144.4,125.2,-174.3,50,1
144.4,125.2,-178.5,50,1
144.4,125.2,-182.7,50,1
144.4,125.2,-186.9,50,1
144.4,125.2,-191.1,50,1
144.4,125.2,-195.3,50,1
144.4,125.2,-199.5,50,-5
144.4,125.2,-203.7,50,-5
144.4,125.2,-207.9,50,-5
144.4,122.8,-2.1,50,3
144.4,122.8,-6.3,50,3
144.4,122.8,-10.5,50,3
144.4,122.8,-14.7,50,3
144.4,122.8,-18.9,50,3
144.4,122.8,-23.1,50,3
144.4,122.8,-27.3,50,3
144.4,122.8,-31.5,50,3
144.4,122.8,-35.7,50,3
144.4,122.8,-39.9,50,3
144.4,122.8,-44.1,50,3
144.4,122.8,-48.3,50,3
144.4,122.8,-52.5,50,0
144.4,122.8,-56.7,50,0
144.4,122.8,-60.9,50,0
144.4,122.8,-65.1,50,0
144.4,122.8,-69.3,50,0
144.4,122.8,-73.5,50,0
144.4,122.8,-77.7,50,0
144.4,122.8,-81.9,50,0
144.4,122.8,-86.1,50,0
144.4,122.8,-90.3,50,0
144.4,122.8,-94.5,50,0
144.4,122.8,-98.7,50,0
144.4,122.8,-102.9,50,2
144.4,122.8,-107.1,50,2
144.4,122.8,-111.3,50,2
144.4,122.8,-115.5,50,2
144.4,122.8,-119.7,50,2
144.4,122.8,-123.9,50,2
144.4,122.8,-128.1,50,2
144.4,122.8,-132.3,50,2
144.4,122.8,-136.5,50,2
144.4,122.8,-140.7,50,2
144.4,122.8,-144.9,50,2
144.4,122.8,-149.1,50,2
144.4,122.8,-153.3,50,1
144.4,122.8,-157.5,50,1
144.4,122.8,-161.7,50,1
144.4,122.8,-165.9,50,1
144.4,122.8,-170.1,50,1
144.4,122.8,-174.3,50,1
144.4,122.8,-178.5,50,1
144.4,122.8,-182.7,50,1
144.4,122.8,-186.9,50,1
144.4,122.8,-191.1,50,1
144.4,122.8,-195.3,50,1
144.4,122.8,-199.5,50,-5
144.4,122.8,-203.7,50,-5
144.4,122.8,-207.9,50,-5
144.4,120.4,-2.1,50,3
144.4,120.4,-6.3,50,3
144.4,120.4,-10.5,50,3
144.4,120.4,-14.7,50,3
144.4,120.4,-18.9,50,3
144.4,120.4,-23.1,50,3
144.4,120.4,-27.3,50,3
144.4,120.4,-31.5,50,3
144.4,120.4,-35.7,50,3
144.4,120.4,-39.9,50,3
144.4,120.4,-44.1,50,3
144.4,120.4,-48.3,50,3
144.4,120.4,-52.5,50,0
144.4,120.4,-56.7,50,0
144.4,120.4,-60.9,50,0
144.4,120.4,-65.1,50,0
144.4,120.4,-69.3,50,0
144.4,120.4,-73.5,50,0
144.4,120.4,-77.7,50,0
144.4,120.4,-81.9,50,0
144.4,120.4,-86.1,50,0
144.4,120.4,-90.3,50,0
144.4,120.4,-94.5,50,0
144.4,120.4,-98.7,50,0
144.4,120.4,-102.9,50,2
144.4,120.4,-107.1,50,2
144.4,120.4,-111.3,50,2
144.4,120.4,-115.5,50,2
144.4,120.4,-119.7,50,2
144.4,120.4,-123.9,50,2
144.4,120.4,-128.1,50,2
144.4,120.4,-132.3,50,2
144.4,120.4,-136.5,50,2
144.4,120.4,-140.7,50,2
144.4,120.4,-144.9,50,2
144.4,120.4,-149.1,50,2
144.4,120.4,-153.3,50,1
144.4,120.4,-157.5,50,1
144.4,120.4,-161.7,50,1
144.4,120.4,-165.9,50,1
144.4,120.4,-170.1,50,1
144.4,120.4,-174.3,50,1
144.4,120.4,-178.5,50,1
144.4,120.4,-182.7,50,1
144.4,120.4,-186.9,50,1
144.4,120.4,-191.1,50,1
144.4,120.4,-195.3,50,1
144.4,120.4,-199.5,50,-5
144.4,120.4,-203.7,50,-5
144.4,120.4,-207.9,50,-5
144.4,118.0,-2.1,50,3
144.4,118.0,-6.3,50,3
144.4,118.0,-10.5,50,3
144.4,118.0,-14.7,50,3
144.4,118.0,-18.9,50,3
144.4,118.0,-23.1,50,3
144.4,118.0,-27.3,50,3
144.4,118.0,-31.5,50,3
144.4,118.0,-35.7,50,3
144.4,118.0,-39.9,50,3
144.4,118.0,-44.1,50,3
144.4,118.0,-48.3,50,3
144.4,118.0,-52.5,50,0
144.4,118.0,-56.7,50,0
144.4,118.0,-60.9,50,0
144.4,118.0,-65.1,50,0
144.4,118.0,-69.3,50,0
144.4,118.0,-73.5,50,0
144.4,118.0,-77.7,50,0
144.4,118.0,-81.9,50,0
144.4,118.0,-86.1,50,0
144.4,118.0,-90.3,50,0
144.4,118.0,-94.5,50,0
144.4,118.0,-98.7,50,0
144.4,118.0,-102.9,50,2
144.4,118.0,-107.1,50,2
144.4,118.0,-111.3,50,2
144.4,118.0,-115.5,50,2
144.4,118.0,-119.7,50,2
144.4,118.0,-123.9,50,2
144.4,118.0,-128.1,50,2
144.4,118.0,-132.3,50,2
144.4,118.0,-136.5,50,2
144.4,118.0,-140.7,50,2
144.4,118.0,-144.9,50,2
144.4,118.0,-149.1,50,2
144.4,118.0,-153.3,50,1
144.4,118.0,-157.5,50,1
144.4,118.0,-161.7,50,1
144.4,118.0,-165.9,50,1
144.4,118.0,-170.1,50,1
144.4,118.0,-174.3,50,1
144.4,118.0,-178.5,50,1
144.4,118.0,-182.7,50,1
144.4,118.0,-186.9,50,1
144.4,118.0,-191.1,50,1
144.4,118.0,-195.3,50,1
144.4,118.0,-199.5,50,-5
144.4,118.0,-203.7,50,-5
144.4,118.0,-207.9,50,-5
144.4,115.6,-2.1,50,3
144.4,115.6,-6.3,50,3
144.4,115.6,-10.5,50,3
144.4,115.6,-14.7,50,3
144.4,115.6,-18.9,50,3
144.4,115.6,-23.1,50,3
144.4,115.6,-27.3,50,3
144.4,115.6,-31.5,50,3
144.4,115.6,-35.7,50,3
144.4,115.6,-39.9,50,3
144.4,115.6,-44.1,50,3
144.4,115.6,-48.3,50,3
144.4,115.6,-52.5,50,0
144.4,115.6,-56.7,50,0
144.4,115.6,-60.9,50,0
144.4,115.6,-65.1,50,0
144.4,115.6,-69.3,50,0
144.4,115.6,-73.5,50,0
144.4,115.6,-77.7,50,0
144.4,115.6,-81.9,50,0
144.4,115.6,-86.1,50,0
144.4,115.6,-90.3,50,0
144.4,115.6,-94.5,50,0
144.4,115.6,-98.7,50,0
144.4,115.6,-102.9,50,2
144.4,115.6,-107.1,50,2
144.4,115.6,-111.3,50,2
144.4,115.6,-115.5,50,2
144.4,115.6,-119.7,50,2
144.4,115.6,-123.9,50,2
144.4,115.6,-128.1,50,2
144.4,115.6,-132.3,50,2
144.4,115.6,-136.5,50,2
144.4,115.6,-140.7,50,2
144.4,115.6,-144.9,50,2
144.4,115.6,-149.1,50,2
144.4,115.6,-153.3,50,1
144.4,115.6,-157.5,50,1
144.4,115.6,-161.7,50,1
144.4,115.6,-165.9,50,1
144.4,115.6,-170.1,50,1
144.4,115.6,-174.3,50,1
144.4,115.6,-178.5,50,1
144.4,115.6,-182.7,50,1
144.4,115.6,-186.9,50,1
144.4,115.6,-191.1,50,1
144.4,115.6,-195.3,50,1
144.4,115.6,-199.5,50,-5
144.4,115.6,-203.7,50,-5
144.4,115.6,-207.9,50,-5
144.4,113.2,-2.1,50,3
144.4,113.2,-6.3,50,3
144.4,113.2,-10.5,50,3
144.4,113.2,-14.7,50,3
144.4,113.2,-18.9,50,3
144.4,113.2,-23.1,50,3
144.4,113.2,-27.3,50,3
144.4,113.2,-31.5,50,3
144.4,113.2,-35.7,50,3
144.4,113.2,-39.9,50,3
144.4,113.2,-44.1,50,3
144.4,113.2,-48.3,50,3
144.4,113.2,-52.5,50,0
144.4,113.2,-56.7,50,0
144.4,113.2,-60.9,50,0
144.4,113.2,-65.1,50,0
144.4,113.2,-69.3,50,0
144.4,113.2,-73.5,50,0
144.4,113.2,-77.7,50,0
144.4,113.2,-81.9,50,0
144.4,113.2,-86.1,50,0
144.4,113.2,-90.3,50,0
144.4,113.2,-94.5,50,0
144.4,113.2,-98.7,50,0
144.4,113.2,-102.9,50,2
144.4,113.2,-107.1,50,2
144.4,113.2,-111.3,50,2
144.4,113.2,-115.5,50,2
144.4,113.2,-119.7,50,2
144.4,113.2,-123.9,50,2
144.4,113.2,-128.1,50,2
144.4,113.2,-132.3,50,2
144.4,113.2,-136.5,50,2
144.4,113.2,-140.7,50,2
144.4,113.2,-144.9,50,2
144.4,113.2,-149.1,50,2
144.4,113.2,-153.3,50,1
144.4,113.2,-157.5,50,1
144.4,113.2,-161.7,50,1
144.4,113.2,-165.9,50,1
144.4,113.2,-170.1,50,1
144.4,113.2,-174.3,50,1
144.4,113.2,-178.5,50,1
144.4,113.2,-182.7,50,1
144.4,113.2,-186.9,50,1
144.4,113.2,-191.1,50,1
144.4,113.2,-195.3,50,1
144.4,113.2,-199.5,50,-5
144.4,113.2,-203.7,50,-5
144.4,113.2,-207.9,50,-5
144.4,110.8,-2.1,50,3
144.4,110.8,-6.3,50,3
144.4,110.8,-10.5,50,3
144.4,110.8,-14.7,50,3
144.4,110.8,-18.9,50,3
144.4,110.8,-23.1,50,3
144.4,110.8,-27.3,50,3
144.4,110.8,-31.5,50,3
144.4,110.8,-35.7,50,3
144.4,110.8,-39.9,50,3
144.4,110.8,-44.1,50,3
144.4,110.8,-48.3,50,3
144.4,110.8,-52.5,50,0
144.4,110.8,-56.7,50,0
144.4,110.8,-60.9,50,0
144.4,110.8,-65.1,50,0
144.4,110.8,-69.3,50,0
144.4,110.8,-73.5,50,0
144.4,110.8,-77.7,50,0
144.4,110.8,-81.9,50,0
144.4,110.8,-86.1,50,0
144.4,110.8,-90.3,50,0
144.4,110.8,-94.5,50,0
144.4,110.8,-98.7,50,0
144.4,110.8,-102.9,50,2
144.4,110.8,-107.1,50,2
144.4,110.8,-111.3,50,2
144.4,110.8,-115.5,50,2
144.4,110.8,-119.7,50,2
144.4,110.8,-123.9,50,2
144.4,110.8,-128.1,50,2
144.4,110.8,-132.3,50,2
144.4,110.8,-136.5,50,2
144.4,110.8,-140.7,50,2
144.4,110.8,-144.9,50,2
144.4,110.8,-149.1,50,2
144.4,110.8,-153.3,50,1
144.4,110.8,-157.5,50,1
144.4,110.8,-161.7,50,1
144.4,110.8,-165.9,50,1
144.4,110.8,-170.1,50,1
144.4,110.8,-174.3,50,1
144.4,110.8,-178.5,50,1
144.4,110.8,-182.7,50,1
144.4,110.8,-186.9,50,1
144.4,110.8,-191.1,50,1
144.4,110.8,-195.3,50,1
144.4,110.8,-199.5,50,-5
144.4,110.8,-203.7,50,-5
144.4,110.8,-207.9,50,-5
144.4,108.4,-2.1,50,3
144.4,108.4,-6.3,50,3
144.4,108.4,-10.5,50,3
144.4,108.4,-14.7,50,3
144.4,108.4,-18.9,50,3
144.4,108.4,-23.1,50,3
144.4,108.4,-27.3,50,3
144.4,108.4,-31.5,50,3
144.4,108.4,-35.7,50,3
144.4,108.4,-39.9,50,3
144.4,108.4,-44.1,50,3
144.4,108.4,-48.3,50,3
144.4,108.4,-52.5,50,0
144.4,108.4,-56.7,50,0
144.4,108.4,-60.9,50,0
144.4,108.4,-65.1,50,0
144.4,108.4,-69.3,50,0
144.4,108.4,-73.5,50,0
144.4,108.4,-77.7,50,0
144.4,108.4,-81.9,50,0
144.4,108.4,-86.1,50,0
144.4,108.4,-90.3,50,0
144.4,108.4,-94.5,50,0
144.4,108.4,-98.7,50,0
144.4,108.4,-102.9,50,2
144.4,108.4,-107.1,50,2
144.4,108.4,-111.3,50,2
144.4,108.4,-115.5,50,2
144.4,108.4,-119.7,50,2
144.4,108.4,-123.9,50,2
144.4,108.4,-128.1,50,2
144.4,108.4,-132.3,50,2
144.4,108.4,-136.5,50,2
144.4,108.4,-140.7,50,2
144.4,108.4,-144.9,50,2
144.4,108.4,-149.1,50,2
144.4,108.4,-153.3,50,1
144.4,108.4,-157.5,50,1
144.4,108.4,-161.7,50,1
144.4,108.4,-165.9,50,1
144.4,108.4,-170.1,50,1
144.4,108.4,-174.3,50,1
144.4,108.4,-178.5,50,1
144.4,108.4,-182.7,50,1
144.4,108.4,-186.9,50,1
144.4,108.4,-191.1,50,1
144.4,108.4,-195.3,50,1
144.4,108.4,-199.5,50,-5
144.4,108.4,-203.7,50,-5
144.4,108.4,-207.9,50,-5
144.4,106.0,-2.1,50,3
144.4,106.0,-6.3,50,3
144.4,106.0,-10.5,50,3
144.4,106.0,-14.7,50,3
144.4,106.0,-18.9,50,3
144.4,106.0,-23.1,50,3
144.4,106.0,-27.3,50,3
144.4,106.0,-31.5,50,3
144.4,106.0,-35.7,50,3
144.4,106.0,-39.9,50,3
144.4,106.0,-44.1,50,3
144.4,106.0,-48.3,50,3
144.4,106.0,-52.5,50,0
144.4,106.0,-56.7,50,0
144.4,106.0,-60.9,50,0
144.4,106.0,-65.1,50,0
144.4,106.0,-69.3,50,0
144.4,106.0,-73.5,50,0
144.4,106.0,-77.7,50,0
144.4,106.0,-81.9,50,0
144.4,106.0,-86.1,50,0
144.4,106.0,-90.3,50,0
144.4,106.0,-94.5,50,0
144.4,106.0,-98.7,50,0
144.4,106.0,-102.9,50,2
144.4,106.0,-107.1,50,2
144.4,106.0,-111.3,50,2
144.4,106.0,-115.5,50,2
144.4,106.0,-119.7,50,2
144.4,106.0,-123.9,50,2
144.4,106.0,-128.1,50,2
144.4,106.0,-132.3,50,2
144.4,106.0,-136.5,50,2
144.4,106.0,-140.7,50,2
144.4,106.0,-144.9,50,2
144.4,106.0,-149.1,50,2
144.4,106.0,-153.3,50,1
144.4,106.0,-157.5,50,1
144.4,106.0,-161.7,50,1
144.4,106.0,-165.9,50,1
144.4,106.0,-170.1,50,1
144.4,106.0,-174.3,50,1
144.4,106.0,-178.5,50,1
144.4,106.0,-182.7,50,1
144.4,106.0,-186.9,50,1
144.4,106.0,-191.1,50,1
144.4,106.0,-195.3,50,1
144.4,106.0,-199.5,50,-5
144.4,106.0,-203.7,50,-5
144.4,106.0,-207.9,50,-5
144.4,103.6,-2.1,50,3
144.4,103.6,-6.3,50,3
144.4,103.6,-10.5,50,3
144.4,103.6,-14.7,50,3
144.4,103.6,-18.9,50,3
144.4,103.6,-23.1,50,3
144.4,103.6,-27.3,50,3
144.4,103.6,-31.5,50,3
144.4,103.6,-35.7,50,3
144.4,103.6,-39.9,50,3
144.4,103.6,-44.1,50,3
144.4,103.6,-48.3,50,3
144.4,103.6,-52.5,50,0
144.4,103.6,-56.7,50,0
144.4,103.6,-60.9,50,0
144.4,103.6,-65.1,50,0
144.4,103.6,-69.3,50,0
144.4,103.6,-73.5,50,0
144.4,103.6,-77.7,50,0
144.4,103.6,-81.9,50,0
144.4,103.6,-86.1,50,0
144.4,103.6,-90.3,50,0
144.4,103.6,-94.5,50,0
144.4,103.6,-98.7,50,0
144.4,103.6,-102.9,50,2
144.4,103.6,-107.1,50,2
144.4,103.6,-111.3,50,2
144.4,103.6,-115.5,50,2
144.4,103.6,-119.7,50,2
144.4,103.6,-123.9,50,2
144.4,103.6,-128.1,50,2
144.4,103.6,-132.3,50,2
144.4,103.6,-136.5,50,2
144.4,103.6,-140.7,50,2
144.4,103.6,-144.9,50,2
144.4,103.6,-149.1,50,2
144.4,103.6,-153.3,50,1
144.4,103.6,-157.5,50,1
144.4,103.6,-161.7,50,1
144.4,103.6,-165.9,50,1
144.4,103.6,-170.1,50,1
144.4,103.6,-174.3,50,1
144.4,103.6,-178.5,50,1
144.4,103.6,-182.7,50,1
144.4,103.6,-186.9,50,1
144.4,103.6,-191.1,50,1
144.4,103.6,-195.3,50,1
144.4,103.6,-199.5,50,-5
144.4,103.6,-203.7,50,-5
144.4,103.6,-207.9,50,-5
144.4,101.2,-2.1,50,3
144.4,101.2,-6.3,50,3
144.4,101.2,-10.5,50,3
144.4,101.2,-14.7,50,3
144.4,101.2,-18.9,50,3
144.4,101.2,-23.1,50,3
144.4,101.2,-27.3,50,3
144.4,101.2,-31.5,50,3
144.4,101.2,-35.7,50,3
144.4,101.2,-39.9,50,3
144.4,101.2,-44.1,50,3
144.4,101.2,-48.3,50,3
144.4,101.2,-52.5,50,0
144.4,101.2,-56.7,50,0
144.4,101.2,-60.9,50,0
144.4,101.2,-65.1,50,0
144.4,101.2,-69.3,50,0
144.4,101.2,-73.5,50,0
144.4,101.2,-77.7,50,0
144.4,101.2,-81.9,50,0
144.4,101.2,-86.1,50,0
144.4,101.2,-90.3,50,0
144.4,101.2,-94.5,50,0
144.4,101.2,-98.7,50,0
